STATION,NAME,DATE,AWND,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WSF2,WSF5
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/1/21,8.72,0,0,0,41,49,34,18.1,25.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/2/21,9.84,0,0,0,51,59,44,23.9,35.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/3/21,6.93,0,0,0,46,51,37,15,18.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/4/21,6.71,0,0,0,38,44,31,15,21.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/5/21,9.4,0.26,0,0,38,41,34,21.9,29.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/6/21,17.45,0,0,0,35,38,15,29.1,42.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/7/21,6.93,0,0,0,18,26,13,17,23
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/8/21,6.71,0,0,0,28,35,25,14.1,19
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/9/21,8.72,0,0,0,34,46,28,17,27.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/10/21,9.17,0.84,0,0,42,60,36,21.9,34
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/11/21,16.33,0,0,0,45,58,32,40.9,59.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/12/21,14.32,0,0,0,38,48,32,21.9,33.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/13/21,7.61,0,0,0,42,49,33,17,27.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/14/21,8.05,0.03,0,0,41,54,32,21.9,34
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/15/21,19.01,0,0,0,56,66,50,40.9,66
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/16/21,19.24,0,0,0,51,66,32,36.9,53.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/17/21,8.28,0,0,0,33,40,26,16.1,21.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/18/21,10.07,0.06,0,0,37,40,31,19.9,25.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/19/21,7.38,0,0,0,32,37,28,16.1,23
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/20/21,10.96,0,0,0,34,42,30,21.9,33.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/21/21,11.63,0,0,0,32,40,23,23.9,36
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/22/21,8.05,0,0,0,26,31,19,21,29.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/23/21,7.83,0,0,0,34,46,27,17,25.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/24/21,8.95,0,0,0,43,57,34,16.1,23
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/25/21,9.17,0.03,0,0,49,55,31,21.9,25.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/26/21,8.5,0.37,0,0,35,43,26,28,36.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/27/21,10.51,0.32,0,0,40,46,32,21,31.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/28/21,6.26,0.38,1.5,0,34,37,30,17,21
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/29/21,8.05,0.01,0.4,1.2,35,36,28,15,19
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/30/21,5.14,0,0,0,31,37,29,10.1,18.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/31/21,8.28,0,0,0,37,43,33,18.1,28
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/1/22,19.69,0.23,3.2,0,36,38,24,30,38
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/2/22,9.62,0.04,0.9,3.9,24,28,13,23,29.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/3/22,8.5,0,0,3.9,15,22,9,16.1,21.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/4/22,12.97,0,0,3.1,26,35,22,25.1,38
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/5/22,19.01,0,0.1,3.1,24,34,12,33.1,46.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/6/22,11.86,0,0,3.1,11,15,4,18.1,23.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/7/22,7.61,0,0,3.1,6,15,-1,15,19.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/8/22,11.41,0.05,0,3.1,18,34,13,19.9,29.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/9/22,12.08,0,0,2,28,34,9,25.1,34
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/10/22,8.95,0,0,2,13,16,5,18.1,25.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/11/22,13.42,0,0,2,13,36,4,25.1,38.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/12/22,6.04,0,0,2,36,41,31,16.1,23
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/13/22,5.82,0,0,1.2,35,40,29,19.9,27.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/14/22,16.33,0.01,0.1,0,33,36,26,21.9,28
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/15/22,12.97,0.02,0.2,0,25,26,16,21.9,29.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/16/22,4.7,0.01,0.2,0,20,29,12,14.1,18.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/17/22,11.18,0,0,0,25,28,22,18.1,25.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/18/22,13.2,0,0,0,28,44,20,23,36
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/19/22,12.75,0,0,0,30,40,10,21.9,33.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/20/22,9.62,0,0,0,12,19,6,16.1,23
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/21/22,6.49,0,0,0,14,25,6,15,23.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/22/22,13.87,0.02,0.2,0,23,33,19,23,34
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/23/22,9.62,0.24,3.5,3.9,19,21,7,21.9,30
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/24/22,9.62,0.14,2.2,3.9,17,26,10,18.1,25.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/25/22,9.84,0,0,5.1,10,12,0,17,25.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/26/22,8.72,0,0,5.1,2,15,-6,17,25.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/27/22,12.3,0,0,3.9,20,32,14,21.9,30
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/28/22,9.17,0.08,3.3,5.1,22,26,11,18.1,21.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/29/22,7.61,0,0,5.9,14,22,7,13,17
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/30/22,6.04,0,0,3.9,21,31,11,13,16.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/31/22,8.28,0,0,3.9,29,33,25,19.9,25.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/1/22,10.96,0.09,0.2,3.9,37,46,32,19.9,29.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/2/22,15.43,0.3,5.4,2,26,33,16,23.9,31.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/3/22,17.45,0,0,5.9,18,24,16,23.9,31.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/4/22,8.72,0.01,0.5,5.1,19,24,10,21.9,31.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/5/22,11.41,0,0,5.1,13,20,4,23,32
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/6/22,12.75,0,0,5.1,22,33,18,17,25.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/7/22,8.72,0,0,3.9,25,31,18,18.1,25.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/8/22,10.51,0,0,3.1,24,38,19,19.9,23.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/9/22,12.3,0,0,2,36,41,32,21,30
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/10/22,13.2,0.01,0.1,1.2,32,35,27,25.1,40
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/11/22,14.99,0.08,0.5,0,36,44,28,28,45
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/12/22,11.18,0,0,0,22,28,13,21.9,30
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/13/22,7.16,0,0,0,15,20,12,15,21
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/14/22,6.26,0,0,0,17,26,14,12.1,17
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/15/22,10.51,0,0,0,28,45,22,19.9,30
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/16/22,15.88,0.83,0,0,46,55,41,25.9,42.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/17/22,19.24,0.22,2.9,0,35,41,16,33.1,40
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/18/22,14.76,0,0,2,17,31,7,33.1,47
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/19/22,14.09,0,0,2,19,25,9,25.1,38
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/20/22,17.22,0,0,1.2,29,47,17,32,47
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/21/22,7.83,0,0,0,40,48,32,17,23
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/22/22,12.08,0.87,0,0,38,44,23,23,32
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/23/22,11.41,0,0.1,0,21,23,15,19.9,29.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/24/22,11.63,0.11,1.1,0,24,27,21,21,28
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/25/22,7.38,0.07,2,3.1,25,31,18,15,19.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/26/22,10.51,0,0,1.2,21,31,13,18.1,25.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/27/22,8.05,0,0,0,32,43,26,21,28
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/28/22,10.51,0,0,0,37,53,27,23.9,38.9
